,cardinality,dimensionality,number of clusters,number of iterations,label mode,centroid mode,round,total time,label time,centroid time,cum_data_transfer,n_data_transfer,std_data_transfer,max_data_transfer,min_data_transfer,cum_centroids_transfer,n_centroids_transfer,std_centroids_transfer,max_centroids_transfer,min_centroids_transfer,cum_labels_transfer,n_labels_transfer,std_labels_transfer,max_labels_transfer,min_labels_transfer,cum_dists_transfer,n_dists_transfer,std_dists_transfer,max_dists_transfer,min_dists_transfer,cum_kernel,n_kernel,std_kernel,max_kernel,min_kernel
0,100,2,2,3,numba,numba,0,0.00044798851013183594,4.38690185546875e-05,2.384185791015625e-05,,,,,,,,,,,,,,,,,,,,,,,,,
1,100,2,2,3,numba,numba,1,0.000225067138671875,4.38690185546875e-05,2.4080276489257812e-05,,,,,,,,,,,,,,,,,,,,,,,,,
2,100,2,2,3,numba,numba,2,0.000225067138671875,4.291534423828125e-05,2.5033950805664062e-05,,,,,,,,,,,,,,,,,,,,,,,,,
3,100,2,2,3,cuda,numba,0,0.0019538402557373047,0.001750946044921875,3.504753112792969e-05,0.00022620800137519836,1,0.0,0.00022620800137519836,0.00022620800137519836,0.00034835199266672134,3,1.2793737974549069e-05,0.00013420799374580384,0.00010681600123643876,6.211199983954429e-05,3,1.4970617984620831e-06,2.2687999531626701e-05,1.9071999937295912e-05,8.028800040483475e-05,3,4.6836269211165257e-07,2.7424000203609465e-05,2.6399999856948852e-05,0.0003837440013885498,3,1.6257145038063093e-05,0.00015056000649929047,0.00011315199732780457
4,100,2,2,3,cuda,numba,1,0.0017249584197998047,0.0015079975128173828,3.600120544433594e-05,0.00020019200444221496,1,0.0,0.00020019200444221496,0.00020019200444221496,0.0003052799925208092,3,5.1818275284161693e-06,0.00010547199845314026,9.4431996345520022e-05,6.028799898922443e-05,3,4.3170339149383387e-07,2.0703999325633049e-05,1.9743999466300009e-05,8.076800033450126e-05,3,3.266851604006326e-07,2.7327999472618103e-05,2.6528000831604002e-05,0.0003497920036315918,3,5.6218901447540873e-06,0.00012444800138473511,0.00011158400028944015
5,100,2,2,3,cuda,numba,2,0.001692056655883789,0.001489877700805664,3.504753112792969e-05,0.00019238400459289551,1,0.0,0.00019238400459289551,0.00019238400459289551,0.0003078080043196678,3,5.4697446750083686e-06,0.00010684800148010254,9.4879999756813046e-05,6.054399907588959e-05,3,3.0507412594549222e-07,2.0511999726295472e-05,1.9775999709963798e-05,8.585599809885024e-05,3,3.2100462629097541e-06,3.315199911594391e-05,2.6143999770283698e-05,0.0003413119986653328,3,2.1434980768575104e-06,0.00011680000275373458,0.00011215999722480774
6,100,2,4,3,numba,numba,0,0.00023794174194335938,4.982948303222656e-05,2.6702880859375e-05,,,,,,,,,,,,,,,,,,,,,,,,,
7,100,2,4,3,numba,numba,1,0.00022602081298828125,4.7206878662109375e-05,2.5033950805664062e-05,,,,,,,,,,,,,,,,,,,,,,,,,
8,100,2,4,3,numba,numba,2,0.00040721893310546875,4.8160552978515625e-05,2.5033950805664062e-05,,,,,,,,,,,,,,,,,,,,,,,,,
9,100,2,4,3,cuda,numba,0,0.0017440319061279297,0.0015406608581542969,3.409385681152344e-05,0.00019622400403022767,1,0.0,0.00019622400403022767,0.00019622400403022767,0.0003091839998960495,3,5.1574856847340848e-06,0.00010700800269842147,9.5775999128818508e-05,4.5504000037908556e-05,3,1.197332013639799e-07,1.5328000299632548e-05,1.5039999969303607e-05,8.054399862885474e-05,3,3.8488816052281007e-07,2.739199995994568e-05,2.6559999212622641e-05,0.0003874240070581436,3,1.3099390721791214e-05,0.00014764800667762756,0.0001191679984331131
