threshold,max assoc,n assocs,accuracy,round
0.0,180.0,27352.0,0.5258620689655172,0.0
0.05,120.0,22834.0,0.5301724137931034,0.0
0.1,106.0,19748.0,0.5301724137931034,0.0
0.15000000000000002,97.0,16878.0,0.5301724137931034,0.0
0.2,85.0,14416.0,0.5301724137931034,0.0
0.25,79.0,12466.0,0.5301724137931034,0.0
0.3,67.0,10262.0,0.5301724137931034,0.0
0.35000000000000003,64.0,8468.0,0.5301724137931034,0.0
0.4,56.0,6668.0,0.5301724137931034,0.0
0.45,45.0,5612.0,0.5301724137931034,0.0
0.5,38.0,4462.0,0.5387931034482759,0.0
0.55,29.0,3316.0,0.5387931034482759,0.0
0.6000000000000001,26.0,2616.0,0.7931034482758621,0.0
0.6500000000000001,18.0,1830.0,0.5301724137931034,0.0
0.7000000000000001,14.0,1488.0,0.5301724137931034,0.0
0.7500000000000001,12.0,1192.0,0.5258620689655172,0.0
0.8,12.0,1000.0,0.5086206896551724,0.0
0.8500000000000001,11.0,890.0,0.5301724137931034,0.0
0.9000000000000001,10.0,758.0,0.5301724137931034,0.0
0.9500000000000001,9.0,662.0,0.5387931034482759,0.0
1.0,8.0,588.0,0.5301724137931034,0.0
0.0,174.0,27186.0,0.5258620689655172,1.0
0.05,125.0,22672.0,0.5301724137931034,1.0
0.1,105.0,19420.0,0.5301724137931034,1.0
0.15000000000000002,96.0,16560.0,0.5301724137931034,1.0
0.2,84.0,13976.0,0.5301724137931034,1.0
0.25,73.0,11810.0,0.5301724137931034,1.0
0.3,68.0,9798.0,0.5301724137931034,1.0
0.35000000000000003,59.0,8048.0,0.5301724137931034,1.0
0.4,51.0,6570.0,0.5301724137931034,1.0
0.45,44.0,5048.0,0.5301724137931034,1.0
0.5,35.0,4134.0,0.5301724137931034,1.0
0.55,32.0,3286.0,0.8232758620689655,1.0
0.6000000000000001,25.0,2394.0,0.5258620689655172,1.0
0.6500000000000001,21.0,1830.0,0.5258620689655172,1.0
0.7000000000000001,15.0,1402.0,0.5301724137931034,1.0
0.7500000000000001,13.0,1176.0,0.5301724137931034,1.0
0.8,11.0,936.0,0.5086206896551724,1.0
0.8500000000000001,11.0,844.0,0.5301724137931034,1.0
0.9000000000000001,10.0,756.0,0.5301724137931034,1.0
0.9500000000000001,9.0,674.0,0.5301724137931034,1.0
1.0,8.0,578.0,0.5301724137931034,1.0
0.0,166.0,27610.0,0.5344827586206896,2.0
0.05,126.0,22952.0,0.5301724137931034,2.0
0.1,106.0,19632.0,0.5301724137931034,2.0
0.15000000000000002,99.0,17112.0,0.5301724137931034,2.0
0.2,93.0,14560.0,0.5301724137931034,2.0
0.25,85.0,12198.0,0.5301724137931034,2.0
0.3,70.0,9956.0,0.5301724137931034,2.0
0.35000000000000003,61.0,8274.0,0.5301724137931034,2.0
0.4,51.0,6554.0,0.5301724137931034,2.0
0.45,43.0,5084.0,0.5301724137931034,2.0
0.5,40.0,4244.0,0.5301724137931034,2.0
0.55,32.0,3386.0,0.5301724137931034,2.0
0.6000000000000001,26.0,2548.0,0.5301724137931034,2.0
0.6500000000000001,24.0,1916.0,0.5301724137931034,2.0
0.7000000000000001,17.0,1484.0,0.5258620689655172,2.0
0.7500000000000001,12.0,1156.0,0.5172413793103449,2.0
0.8,11.0,924.0,0.5387931034482759,2.0
0.8500000000000001,10.0,812.0,0.5387931034482759,2.0
0.9000000000000001,10.0,726.0,0.5387931034482759,2.0
0.9500000000000001,8.0,648.0,0.5387931034482759,2.0
1.0,8.0,578.0,0.5301724137931034,2.0
0.0,179.0,26944.0,0.5258620689655172,3.0
0.05,129.0,23180.0,0.5301724137931034,3.0
0.1,108.0,19968.0,0.5301724137931034,3.0
0.15000000000000002,102.0,17434.0,0.5301724137931034,3.0
0.2,95.0,14998.0,0.5301724137931034,3.0
0.25,90.0,12730.0,0.5301724137931034,3.0
0.3,74.0,10644.0,0.5301724137931034,3.0
0.35000000000000003,69.0,8726.0,0.5301724137931034,3.0
0.4,58.0,7116.0,0.5301724137931034,3.0
0.45,46.0,5536.0,0.5301724137931034,3.0
0.5,35.0,4172.0,0.5387931034482759,3.0
0.55,32.0,3472.0,0.5387931034482759,3.0
0.6000000000000001,23.0,2598.0,0.5301724137931034,3.0
0.6500000000000001,22.0,2028.0,0.5301724137931034,3.0
0.7000000000000001,17.0,1360.0,0.5301724137931034,3.0
0.7500000000000001,11.0,1062.0,0.5129310344827587,3.0
0.8,11.0,964.0,0.5301724137931034,3.0
0.8500000000000001,10.0,826.0,0.5301724137931034,3.0
0.9000000000000001,9.0,732.0,0.5301724137931034,3.0
0.9500000000000001,9.0,674.0,0.5301724137931034,3.0
1.0,8.0,578.0,0.5301724137931034,3.0
0.0,164.0,27202.0,0.5258620689655172,4.0
0.05,126.0,23076.0,0.5301724137931034,4.0
0.1,111.0,19960.0,0.5301724137931034,4.0
0.15000000000000002,101.0,17500.0,0.5301724137931034,4.0
0.2,95.0,15034.0,0.5301724137931034,4.0
0.25,84.0,12760.0,0.5301724137931034,4.0
0.3,74.0,10610.0,0.5301724137931034,4.0
0.35000000000000003,65.0,8706.0,0.5301724137931034,4.0
0.4,54.0,6900.0,0.5301724137931034,4.0
0.45,46.0,5520.0,0.5301724137931034,4.0
0.5,40.0,4374.0,0.5301724137931034,4.0
0.55,32.0,3384.0,0.8189655172413793,4.0
0.6000000000000001,24.0,2494.0,0.5301724137931034,4.0
0.6500000000000001,18.0,1866.0,0.5301724137931034,4.0
0.7000000000000001,13.0,1440.0,0.5818965517241379,4.0
0.7500000000000001,12.0,1106.0,0.5603448275862069,4.0
0.8,12.0,988.0,0.5301724137931034,4.0
0.8500000000000001,11.0,880.0,0.5301724137931034,4.0
0.9000000000000001,9.0,748.0,0.5301724137931034,4.0
0.9500000000000001,9.0,660.0,0.5387931034482759,4.0
1.0,8.0,578.0,0.5301724137931034,4.0
0.0,184.0,27174.0,0.5258620689655172,5.0
0.05,120.0,22748.0,0.5301724137931034,5.0
0.1,106.0,19470.0,0.5301724137931034,5.0
0.15000000000000002,96.0,16910.0,0.5301724137931034,5.0
0.2,90.0,14258.0,0.5301724137931034,5.0
0.25,77.0,11820.0,0.5301724137931034,5.0
0.3,69.0,9844.0,0.5301724137931034,5.0
0.35000000000000003,58.0,8064.0,0.5301724137931034,5.0
0.4,53.0,6670.0,0.5301724137931034,5.0
0.45,43.0,5352.0,0.5301724137931034,5.0
0.5,35.0,4190.0,0.5301724137931034,5.0
0.55,32.0,3294.0,0.5258620689655172,5.0
0.6000000000000001,26.0,2456.0,0.5775862068965517,5.0
0.6500000000000001,19.0,1838.0,0.5818965517241379,5.0
0.7000000000000001,15.0,1408.0,0.5129310344827587,5.0
0.7500000000000001,15.0,1210.0,0.5301724137931034,5.0
0.8,11.0,972.0,0.5387931034482759,5.0
