threshold,max assoc,n assocs,accuracy,round
0.0,106.0,13210.0,0.5674157303370787,0.0
0.05,78.0,10394.0,0.5674157303370787,0.0
0.1,65.0,8716.0,0.5674157303370787,0.0
0.15000000000000002,57.0,7686.0,0.5674157303370787,0.0
0.2,56.0,6900.0,0.5674157303370787,0.0
0.25,47.0,6136.0,0.5674157303370787,0.0
0.3,44.0,5640.0,0.5674157303370787,0.0
0.35000000000000003,40.0,5222.0,0.5674157303370787,0.0
0.4,38.0,4756.0,0.5674157303370787,0.0
0.45,33.0,4364.0,0.5674157303370787,0.0
0.5,30.0,3862.0,0.5674157303370787,0.0
0.55,28.0,3528.0,0.5674157303370787,0.0
0.6000000000000001,27.0,3274.0,0.5674157303370787,0.0
0.6500000000000001,23.0,2982.0,0.5674157303370787,0.0
0.7000000000000001,21.0,2584.0,0.5674157303370787,0.0
0.7500000000000001,20.0,2244.0,0.5674157303370787,0.0
0.8,17.0,1900.0,0.5674157303370787,0.0
0.8500000000000001,16.0,1568.0,0.42696629213483145,0.0
0.9000000000000001,13.0,1182.0,0.47752808988764045,0.0
0.9500000000000001,11.0,796.0,0.4101123595505618,0.0
1.0,4.0,280.0,0.4044943820224719,0.0
0.0,116.0,15480.0,0.5674157303370787,1.0
0.05,82.0,10528.0,0.5674157303370787,1.0
0.1,68.0,9008.0,0.5674157303370787,1.0
0.15000000000000002,56.0,7678.0,0.5674157303370787,1.0
0.2,51.0,6840.0,0.5674157303370787,1.0
0.25,44.0,6280.0,0.5674157303370787,1.0
0.3,42.0,5726.0,0.5674157303370787,1.0
0.35000000000000003,40.0,5208.0,0.5674157303370787,1.0
0.4,35.0,4628.0,0.5674157303370787,1.0
0.45,32.0,4228.0,0.5674157303370787,1.0
0.5,29.0,3830.0,0.5674157303370787,1.0
0.55,28.0,3498.0,0.5674157303370787,1.0
0.6000000000000001,26.0,3122.0,0.5674157303370787,1.0
0.6500000000000001,23.0,2768.0,0.5674157303370787,1.0
0.7000000000000001,22.0,2446.0,0.5674157303370787,1.0
0.7500000000000001,20.0,2084.0,0.601123595505618,1.0
0.8,16.0,1804.0,0.601123595505618,1.0
0.8500000000000001,14.0,1446.0,0.42134831460674155,1.0
0.9000000000000001,13.0,1158.0,0.3707865168539326,1.0
0.9500000000000001,10.0,710.0,0.42696629213483145,1.0
1.0,6.0,298.0,0.38764044943820225,1.0
0.0,126.0,14172.0,0.7134831460674157,2.0
0.05,82.0,10958.0,0.7134831460674157,2.0
0.1,69.0,9278.0,0.7134831460674157,2.0
0.15000000000000002,65.0,7786.0,0.7134831460674157,2.0
0.2,56.0,6838.0,0.7134831460674157,2.0
0.25,46.0,6082.0,0.7134831460674157,2.0
0.3,41.0,5586.0,0.7134831460674157,2.0
0.35000000000000003,39.0,5136.0,0.7134831460674157,2.0
0.4,34.0,4642.0,0.7134831460674157,2.0
0.45,32.0,4208.0,0.7134831460674157,2.0
0.5,30.0,3822.0,0.7134831460674157,2.0
0.55,28.0,3474.0,0.7134831460674157,2.0
0.6000000000000001,25.0,3156.0,0.7134831460674157,2.0
